alpha obs_time
2.431411519580071 50069.0
1.8096520716098472 70687.0
1.7602473948475565 25555.0
2.0717279741284127 43642.0
1.9642616612300359 21606.0
1.920924187798194 73963.0
2.147344190454306 53302.0
1.5660894637681304 14584.0
2.1805985900872074 67537.0
1.1451151920704017 23026.0
2.067115743468367 56234.0
2.3288798829202504 60241.0
2.0582074974519573 42839.0
2.159222612284969 63031.0
1.575980277855028 53307.0
2.5800533166168944 73107.0
1.5858952007648848 28277.0
1.9947128501623397 59276.0
1.9328841266803944 39017.0
2.0308981207390966 47930.0
2.351201649659628 53234.0
2.4531065647620034 65860.0
1.8181146739039349 36094.0
2.380043098720691 49846.0
1.9254932806867944 47399.0
2.2605434122071575 31420.0
1.8528028005327464 46723.0
2.3423127029615656 36604.0
1.7550197982455065 21890.0
2.4687043678950955 82432.0
1.8602945462745775 82119.0
1.07128641484476 12561.0
1.6621315668608765 54847.0
2.0337782341961628 40893.0
2.5453898224816243 72799.0
1.225121070752861 27601.0
2.460333515397729 82549.0
1.5580351487294348 26357.0
1.8865130129797087 47386.0
2.152211366053338 56642.0
1.9311667151219654 55797.0
1.7959939321963272 47790.0
1.7424860548212842 36318.0
2.275001815958765 58335.0
2.1931216308752397 67438.0
2.127304158982441 95447.0
2.018891812653276 69377.0
1.6855322650176168 57625.0
2.23106264474331 86724.0
0.6592560897343979 13687.0
1.847463805692004 54141.0
2.305764539710028 42401.0
2.1292395854671784 53856.0
2.22076376538703 42138.0
2.4405107651005817 76689.0
2.366422792955285 55951.0
2.155528991656154 39894.0
2.36064299051656 82304.0
2.3040844407380536 99752.0
2.0526474045236283 80961.0
1.8765208230111219 23620.0
0.6876180654434851 16312.0
2.058160202115712 53154.0
2.0794884683471926 45896.0
1.9235159032701399 93821.0
2.0612908930155793 80981.0
1.8995396523109624 18678.0
2.2956436729684433 97245.0
2.163121651890777 81906.0
1.8849041720621726 52661.0
1.822198161980927 73476.0
2.1824188556168234 34168.0
1.670997945504165 54134.0
2.2996667185869626 97363.0
2.1483178912546683 57157.0
2.200976149583152 47497.0
2.1639918009593107 47230.0
1.2148854908694338 14720.0
2.321887738443901 46352.0
1.6978353174139138 31337.0
1.8815253237309455 26428.0
2.3776653568910158 31257.0
1.9604994312344814 89608.0
1.5044988086239606 45414.0
2.238686765400826 78192.0
0.8596126901833389 22512.0
1.6656539843558402 20726.0
2.1277317594167164 25155.0
1.6901460958263197 33924.0
1.9555252447209661 37796.0
2.504518347846737 54029.0
2.3483047905626586 93003.0
2.098413352121497 55612.0
2.6289792548505653 81663.0
1.303760284130541 37423.0
1.4491084043859643 34103.0
1.9947212135669514 53712.0
1.8665019955874171 63640.0
1.7662740853476644 58317.0
1.634137897010938 38509.0
2.140140753050115 63560.0
1.808665384354351 36868.0
1.4693370414163693 24634.0
0.8425365250191688 17083.0
2.410785676076334 44018.0
2.510589571856366 82717.0
1.8667340191295265 46639.0
1.7234113324048232 42850.0
1.665166009526144 53040.0
2.0568327219997697 21186.0
1.4648950018124416 15329.0
1.6084692939399012 22806.0
2.3509420420677865 81055.0
2.09735690639024 64783.0
2.065324992073258 91499.0
1.1672904076900612 18067.0
2.3989341947691663 63779.0
2.138684777367317 84088.0
2.012889167123604 31468.0
2.319242035581653 73869.0
1.7646249456347232 59599.0
0.9998912326734158 16041.0
1.9573662373256746 93092.0
0.7202891792910859 15932.0
2.0626111473079085 32518.0
1.8295952616037976 61837.0
2.4901901239416357 99102.0
2.218400871915746 36453.0
1.6770842459488828 49598.0
1.8704998759558487 15735.0
1.8458927132541696 86885.0
1.9327380134045635 79275.0
1.6196753188437136 14023.0
1.898241791037445 29264.0
1.8415602280454455 38299.0
2.2560454899093108 76028.0
2.2356124575008582 62810.0
2.381936132356704 48273.0
1.1600177228425883 25343.0
1.974934227748209 45762.0
2.273794354350871 95763.0
1.2098041268359152 27180.0
1.894645193753814 69772.0
1.7677923172832264 76217.0
1.7926090882926822 18619.0
2.4995776467003763 60858.0
1.8447590605953972 18404.0
2.3495498989517527 79193.0
1.870925572962229 41674.0
2.334731139068568 61402.0
1.0972880151600726 31325.0
2.4231383165561304 39726.0
0.8318909110147481 12273.0
2.028637870001357 33711.0
1.543226017155699 17189.0
0.763921982483206 10328.0
2.2729925136239677 64326.0
1.4933512128593553 13942.0
1.4306678449057693 35024.0
2.0558104329874807 94693.0
2.454471340534621 44436.0
1.8940695364581908 40679.0
2.3540177929131274 39219.0
2.0858650360145523 68287.0
1.2978798093698556 39083.0
1.7737898300164487 17249.0
1.2336437792665818 33417.0
2.3946823210674824 53135.0
2.566153651719125 89822.0
1.3042722830386002 34337.0
1.8428438560707614 58417.0
2.147014839314161 43582.0
2.306898789164743 73675.0
2.540327394696562 88759.0
1.8322783372540357 29793.0
2.532933563284295 68289.0
1.0669045516249702 27154.0
1.6729640132800272 20897.0
1.2179919579890608 26488.0
2.0270786438991126 99899.0
1.4960324261868714 33763.0
1.521559847646365 43378.0
1.7278154746904826 53005.0
1.8494373794438483 46507.0
1.5246228105637805 52786.0
1.4983768594262097 39988.0
2.2676968001844395 30990.0
2.3341734453153102 94615.0
1.3589122159389397 31083.0
1.9065909474986382 91415.0
1.9821854957963478 60935.0
1.7275053848900923 21983.0
1.8448685662135325 53406.0
1.1543912187888874 32993.0
2.405017687450773 60617.0
1.097152107112069 15243.0
2.136411868178025 68708.0
1.5108117112038388 16099.0
1.2355846996480055 21483.0
2.1559440754508095 57825.0
2.5306875573209946 95721.0
2.2903826402909133 87105.0
1.7397427353962243 26920.0
2.4647231742881854 81358.0
2.439935451669686 54682.0
1.9040487218758835 43017.0
2.312574748320102 48859.0
1.8144350583792055 31409.0
1.6600057550351628 14406.0
2.224343606309168 30742.0
0.913868008155122 21838.0
1.2394788681625666 18639.0
1.3227509513845224 10568.0
2.2671108029575313 69905.0
2.0414018122710913 69217.0
1.1964777882216575 14029.0
1.077658731689108 15971.0
2.1805180395440122 62446.0
0.7425830420928161 15552.0
1.5689446217172178 54420.0
1.510715834477144 31020.0
1.6962575438864187 50203.0
1.3067624735859047 43726.0
1.876292517678054 55020.0
1.5689538154266196 45457.0
1.0777034470443665 20199.0
1.143768259570283 20798.0
2.2213026205424327 50466.0
2.0906468245183754 46476.0
2.1207322179534702 59269.0
1.5269626393529034 50557.0
2.156114648277313 41266.0
1.0863943027861245 18374.0
2.0730843954769185 69491.0
2.3488048566848994 94059.0
1.039932956233613 13124.0
1.7349127970522256 49235.0
2.5822997661286307 73463.0
1.627061582209507 19431.0
1.4092399232828248 21264.0
1.3768439262630312 32581.0
1.6402349589427188 45262.0
2.3876637661488553 85135.0
1.7335899072567664 68988.0
1.8882806980627962 57094.0
1.3480888918796645 42529.0
2.1068038893470438 82263.0
1.7597536151140472 31235.0
2.3355350820003387 76510.0
1.8034666850159409 73473.0
2.3269709203823163 65893.0
1.9078866020407137 22379.0
1.1493765528430426 14698.0
2.124096339272853 44438.0
2.125482162383096 94164.0
1.959833060164049 41361.0
1.8274370811453038 56968.0
1.5591713880723104 57058.0
1.8407860960693936 31933.0
1.228031997985866 38637.0
2.6096147244904175 73960.0
1.7966993435852237 64840.0
2.0446726364251635 79866.0
1.9429660173589718 18151.0
2.2103674884593913 29428.0
1.9270443970692241 88118.0
2.3597533877622885 52881.0
2.1590029072623897 86884.0
1.5751041281697438 26246.0
1.267922724556524 13170.0
1.8805966704269765 70047.0
2.3491107711149355 67459.0
1.9806897106021968 48773.0
1.6414932802035784 52082.0
2.024990707020156 26362.0
1.6745395375851433 53793.0
2.4482591115347825 86779.0
1.8552086421825948 80612.0
1.967406789371886 18497.0
1.7292044987867259 64514.0
2.529275602946371 69698.0
1.9473643801208715 54961.0
1.589992368522244 47554.0
2.5487064757612883 86855.0
2.1022308805013643 86024.0
2.2623469258068454 64595.0
1.3427336960161569 26174.0
1.811993234137238 43034.0
0.9896186313295202 21966.0
1.600891875860496 53420.0
1.9402703446354481 60869.0
1.9410291097387349 87497.0
1.5633179851694907 45546.0
1.6201726862628836 55899.0
1.567720315083959 49809.0
2.2321470622255104 29342.0
1.4492323822628075 40101.0
0.6524510956225047 13583.0
1.7457615255937982 64079.0
2.0317136868709085 19924.0
2.25690711923155 40963.0
0.9436902981665065 21690.0
2.0783102531014546 62218.0
2.4224102535959515 71000.0
1.8438449971441853 25564.0
2.1415345051558705 44495.0
2.473267528316939 48807.0
2.2111901531417475 54746.0
0.6628739092771888 11728.0
0.5879075692500706 13103.0
1.9152458304488995 23654.0
2.2950128542567896 78058.0
1.8661515557282504 61056.0
2.1251034811617835 86230.0
1.9751841246428827 51048.0
1.8807218046320484 45143.0
1.3007101247506867 27151.0
1.409433795860524 16179.0
1.7869943094491232 35986.0
1.2524501014474179 20967.0
1.629104861452256 52427.0
1.0858322907361877 32984.0
2.4694092173737436 76443.0
2.0488106678743128 59832.0
1.4858602568133863 34597.0
1.8672689570609637 23644.0
2.3007399193687066 50941.0
1.4312404350859713 16941.0
2.19607028264804 35962.0
2.1868624070907483 49296.0
2.206347829999073 35399.0
2.159754975944364 44865.0
1.9868862831690492 37583.0
1.3223973248082554 22029.0
2.222823437460174 66993.0
2.079738956239921 84766.0
2.127343298512184 25822.0
1.8567398701519582 46280.0
1.1768239910904792 26314.0
2.2735779503118847 36177.0
2.5715032895939314 61800.0
1.7902298355109914 62751.0
1.648305698642318 66302.0
2.4091158966068993 68532.0
2.440493765800416 56543.0
1.8791075644793214 86114.0
2.242092016661279 36588.0
1.792082960256808 73210.0
1.4967756910100825 44161.0
1.771376683641868 57950.0
1.181310881710606 22235.0
1.779345183061922 56542.0
1.8671841737738564 71533.0
1.7582924480933344 38796.0
2.5278301580968305 91455.0
1.0220866455988238 22924.0
1.2261037773500434 22315.0
1.5863004576153943 26479.0
2.067916261529521 26902.0
1.8136079306349742 34958.0
1.2084319485444366 28377.0
1.4605113292497574 18332.0
2.4748998380800553 88078.0
0.8828494852108624 19193.0
2.1425764453585 30485.0
1.9046048170095824 91378.0
2.0949986950831265 41448.0
2.486399479468492 69498.0
1.7735870780294911 83694.0
2.240225163728005 56346.0
1.1901094888776882 23733.0
2.3421787049322167 37214.0
2.1382821010917894 26614.0
1.3556149212080868 23234.0
1.6875331999237975 51159.0
1.909455378059206 53925.0
1.6141534654799168 20584.0
1.521664350610764 11922.0
2.0533504880507194 34722.0
2.3097799846213913 70750.0
1.1280381942476645 22119.0
1.322446642187243 14505.0
2.2308734529446603 32872.0
1.8914244539310179 66066.0
1.8562302766802419 32105.0
1.3021574910626734 44734.0
1.81389700067625 25272.0
2.3871184644329517 61530.0
2.4501403630928746 49729.0
2.0847669328329594 86242.0
1.9564712564356133 53488.0
1.6173751391943485 54707.0
1.3409533717064988 30204.0
1.6759873300733026 37230.0
1.9088108960663308 16862.0
1.8881546058947714 49793.0
2.3140359592494573 61081.0
1.7243507194504035 21291.0
2.1809964257065637 29410.0
1.5610581127072196 19389.0
2.1460019156332297 99942.0
2.1654825959510333 44113.0
1.4809535159204694 31212.0
2.4676012882929186 65751.0
2.0537914210974453 36359.0
2.141557002545194 68108.0
1.0482366580004614 10502.0
1.9326696402767995 30323.0
2.4662399362273044 78405.0
2.462798574836839 85827.0
1.7494025318379638 29853.0
1.5363677749887885 31535.0
1.044926047223645 20158.0
2.188294723055809 61383.0
1.2154496280296543 36370.0
2.192313168471374 69175.0
1.4860969173698366 33812.0
1.5299742461574641 43349.0
1.5307476651924357 36373.0
1.88496544604073 45789.0
1.4966850092681354 27770.0
2.393673369773763 91793.0
1.8466913148121376 67279.0
2.364280817457562 65241.0
2.4411073619440042 91227.0
1.9969160813386455 84262.0
1.1855623421272785 20983.0
2.053922668358065 78141.0
2.219414738638638 26993.0
2.448314175407401 68722.0
1.6171173209233498 36219.0
0.870372472355063 16802.0
2.1461820924271473 59904.0
1.3340501327551992 30125.0
2.149437666570673 78531.0
1.4477362467228718 18831.0
2.0204376507823634 41648.0
1.8497647918654796 65343.0
1.4969089627129688 24305.0
2.4371782913652966 75103.0
1.6864502282787397 63114.0
1.3503251702182006 36375.0
1.5505191656556885 44905.0
1.5417995992933355 14604.0
1.504934743306773 44030.0
1.9512407739533968 23066.0
1.9077968417030933 35989.0
2.507025222496808 81705.0
1.5553419858747088 59406.0
1.1802940313703283 10871.0
2.119201747692089 41595.0
2.2379380686660384 79383.0
1.5424909954845583 35564.0
2.135134162889878 55135.0
2.348087469756606 80338.0
2.1465513628424846 88119.0
1.518822387680107 17513.0
2.678798520428844 98590.0
1.9336914250105735 38608.0
1.670957807433925 48869.0
2.074327147188556 67017.0
2.369058707364155 41283.0
2.3118968960229034 57104.0
1.6018076840750561 68093.0
2.079754468748181 52343.0
2.253114345082489 35476.0
2.016089613404852 36520.0
1.5830151743111367 48567.0
1.3327269343687749 41579.0
1.7598209224136423 30951.0
1.8369961622193536 73404.0
2.0296866746718005 74387.0
1.615673362666154 31214.0
2.2550143812803194 90889.0
2.3403131381071587 38004.0
1.2370344798141355 23410.0
2.358593375143078 40616.0
1.5299650373990152 44037.0
1.4207043058029512 27734.0
1.7859497740989059 16570.0
1.1141279084920932 11464.0
2.1927128374074965 49343.0
1.3221735521198328 12856.0
1.3588341507248662 14686.0
2.3285037408935896 48953.0
1.9453623026137552 74651.0
1.8819654401971755 62976.0
2.18029571107538 94478.0
2.316669680944866 61543.0
0.9755886801920193 11684.0
2.340795155985262 35132.0
1.011500426156945 11840.0
1.6213659694209146 21864.0
1.0443375420279335 17668.0
1.8543514177422493 24869.0
1.7213499133920838 59795.0
2.2945868999547425 86655.0
1.1752018535388022 20616.0
2.1803910865949137 58898.0
2.337274918098389 96120.0
0.8074280212968563 17190.0
1.0637704248223385 12109.0
1.9303738542457176 55830.0
2.096156192399922 28272.0
2.5895700127421475 82326.0
1.6039873957040374 38211.0
2.1084403409562382 73056.0
2.460529586694984 81742.0
2.104598145277154 29905.0
2.200018839293582 58036.0
1.5252298950329877 15870.0
1.3982178546902984 40870.0
2.200402260552234 62497.0
2.135192091499264 49850.0
1.3352583388051043 31504.0
2.524319348255729 72078.0
2.237041664086137 86565.0
2.524555056454731 88826.0
2.3402444783035072 80140.0
0.7736720096023229 18848.0
1.250912916641577 18577.0
1.6008027655854555 17780.0
1.1867385159426065 26768.0
2.1710722344374354 20211.0
