Energy Unpiled Piled
0.2549999952316284 0.0 0.0
0.26646971702575684 0.0 0.0
0.27793943881988525 0.0 0.0
0.28940919041633606 0.0 0.0
0.3008789122104645 0.0 0.0
0.3123486340045929 0.0 0.0
0.3238183557987213 0.0 0.0
0.33528807759284973 0.31098405316879507 0.09596103804199174
0.34675779938697815 0.9127099553683138 0.2808178826760468
0.35822755098342896 0.9018974379961264 0.2680381575918318
0.3696972727775574 0.9578704972034302 0.26928892067815013
0.3811669945716858 1.2277475712005526 0.32760278477701377
0.3926367163658142 1.9302515170397783 0.5025912953122997
0.4041064381599426 3.2013818361373296 0.8377799793499889
0.41557615995407104 4.8289766853245055 1.2842641561362598
0.42704591155052185 6.541080078401706 1.767374267483433
0.43851563334465027 8.30615049733558 2.2772484797093284
0.4499853551387787 9.304086498015636 2.6185703363688617
0.4614550769329071 8.887730869313259 2.5861256250591396
0.4729247987270355 7.0028388450510874 2.1320246373534246
0.48439452052116394 4.442167774568134 1.427786961364177
0.49586427211761475 2.2056387021418686 0.7390791496230804
0.5073339939117432 0.9931142062553135 0.33267529571992327
0.5188037157058716 0.5755941485734866 0.1824840969034085
0.5302734375 0.4678843091417093 0.13876918702874264
0.5417431592941284 0.45662898554076037 0.13245726274601566
0.5532128810882568 0.4771487334378435 0.1359257745937157
0.5646826028823853 0.5223964819228968 0.1426145865837043
0.5761523246765137 0.58961039054293 0.15014297038317181
0.5876220464706421 0.6867065960055925 0.16249058106939174
0.5990917682647705 0.8075570699812715 0.18126528929110464
0.6105615496635437 0.9452948979530902 0.20575783129163483
0.6220312714576721 1.0806404813523613 0.2344402658540048
0.6335009932518005 1.1856768380740732 0.2649317254919197
0.644970715045929 1.2287909931560534 0.29381754947758054
0.6564404368400574 1.1966250955173336 0.311919594054757
0.6679101586341858 1.11739511832252 0.31178899692986306
0.6793798804283142 1.0604067822927163 0.3011730945796671
0.6908496022224426 1.0963067121494987 0.30130813125811073
0.702319324016571 1.2635173104733894 0.3302995862161424
0.7137890458106995 1.5694116816226824 0.3943754177463461
0.7252587676048279 1.937728279861858 0.47404720850272497
0.7367284893989563 2.3065845787720036 0.5483363486505368
0.7481982707977295 2.5966059014751863 0.5915283653782808
0.7596679925918579 2.7430087431398533 0.5834339662125103
0.7711377143859863 2.7743514138005594 0.5382397323614896
0.7826074361801147 2.794215353618938 0.4989985880038148
0.7940771579742432 2.9294291648473063 0.5163612574864374
0.8055468797683716 3.2569362412355076 0.6213642256142293
0.8170166015625 3.776201758422985 0.8170204166792701
0.8284863233566284 4.412233674292452 1.09051361571494
0.8399560451507568 5.0673404209723 1.4220114795715517
0.8514257669448853 5.67008238297808 1.7633672330059653
0.8628954887390137 6.26738048498396 2.0879033983208046
0.8743652105331421 6.923392769201087 2.3660660750077795
0.8858349323272705 7.661027265343819 2.5700184214049386
0.8973047137260437 8.43502321032895 2.699812036260141
0.9087744355201721 9.214743970552718 2.797102325341257
0.9202441573143005 9.969157116098359 2.9018485510878236
0.931713879108429 10.623265024942157 3.0196398471351813
0.9431836009025574 11.225023726243307 3.163596588417022
0.9546533226966858 11.87655057780114 3.359816295603764
0.9661230444908142 12.615898921895337 3.60997052028938
0.9775927662849426 13.321516628428185 3.8511478983781444
0.989062488079071 13.85110726336086 4.01595339845062
1.0005322694778442 14.09607300025175 4.073439370028609
1.0120019912719727 14.060904461665473 4.055277991040384
1.023471713066101 13.883977746809933 4.0262665558850586
1.0349414348602295 13.735183967206922 4.024737747830613
1.046411156654358 13.732952864544814 4.0484492526687745
